التاريخ,الفرع,الرصيد (بالدرهم)
2025-09-11,طنجة - وسط المدينة,9404271.82
2025-09-11,فاس - النرجس,4213390.32
2025-09-12,الدار البيضاء - المركز الرئيسي,10182187.04
2025-09-12,الرباط - أكدال,12208178.97
2025-09-12,مراكش - جليز,7436777.64
2025-09-12,طنجة - وسط المدينة,11110105.82
2025-09-12,فاس - النرجس,8918836.0
2025-09-13,الدار البيضاء - المركز الرئيسي,6178044.12
2025-09-13,الرباط - أكدال,7679899.77
2025-09-13,مراكش - جليز,7537514.47
2025-09-13,طنجة - وسط المدينة,12036001.71
2025-09-13,فاس - النرجس,8505071.37
2025-09-14,الدار البيضاء - المركز الرئيسي,4951680.08
2025-09-14,الرباط - أكدال,10815863.92
2025-09-14,مراكش - جليز,4316972.1
2025-09-14,طنجة - وسط المدينة,4832156.27
2025-09-14,فاس - النرجس,12668377.36
2025-09-15,الدار البيضاء - المركز الرئيسي,11654591.0
2025-09-15,الرباط - أكدال,5748170.36
2025-09-15,مراكش - جليز,6537136.52
2025-09-15,طنجة - وسط المدينة,11920488.11
2025-09-15,فاس - النرجس,12764348.53
2025-09-16,الدار البيضاء - المركز الرئيسي,4726184.96
2025-09-16,الرباط - أكدال,7030524.56
2025-09-16,مراكش - جليز,7541006.76
2025-09-16,طنجة - وسط المدينة,6107639.83
2025-09-16,فاس - النرجس,11429920.76
2025-09-17,الدار البيضاء - المركز الرئيسي,10862295.2
2025-09-17,الرباط - أكدال,4825382.04
2025-09-17,مراكش - جليز,12598049.05
2025-09-17,طنجة - وسط المدينة,5668125.04
2025-09-17,فاس - النرجس,7554798.76
2025-09-18,الدار البيضاء - المركز الرئيسي,9068541.13
2025-09-18,الرباط - أكدال,6699243.12
2025-09-18,مراكش - جليز,5442306.13
2025-09-18,طنجة - وسط المدينة,9253665.36
2025-09-18,فاس - النرجس,6460995.89
2025-09-19,الدار البيضاء - المركز الرئيسي,7297585.59
2025-09-19,الرباط - أكدال,11273360.79
2025-09-19,مراكش - جليز,10091050.78
2025-09-19,طنجة - وسط المدينة,8552494.41
2025-09-19,فاس - النرجس,12062895.11
2025-09-20,الدار البيضاء - المركز الرئيسي,5754274.13
2025-09-20,الرباط - أكدال,9559286.56
2025-09-20,مراكش - جليز,7995441.93
2025-09-20,طنجة - وسط المدينة,12079027.68
2025-09-20,فاس - النرجس,11671495.48
2025-09-21,الدار البيضاء - المركز الرئيسي,12522223.53
2025-09-21,الرباط - أكدال,12344263.43
2025-09-21,مراكش - جليز,5313159.49
2025-09-21,طنجة - وسط المدينة,12554349.63
2025-09-21,فاس - النرجس,9974454.32
2025-09-22,الدار البيضاء - المركز الرئيسي,4638100.96
2025-09-22,الرباط - أكدال,8216271.18
2025-09-22,مراكش - جليز,6300831.21
2025-09-22,طنجة - وسط المدينة,8081830.44
2025-09-22,فاس - النرجس,9779471.07
2025-09-23,الدار البيضاء - المركز الرئيسي,10056553.37
2025-09-23,الرباط - أكدال,4855186.84
2025-09-23,مراكش - جليز,6979984.13
2025-09-23,طنجة - وسط المدينة,5132887.31
2025-09-23,فاس - النرجس,7117552.92
2025-09-24,الدار البيضاء - المركز الرئيسي,5217373.74
2025-09-24,الرباط - أكدال,4842563.0
2025-09-24,مراكش - جليز,7119351.56
2025-09-24,طنجة - وسط المدينة,6757947.53
2025-09-24,فاس - النرجس,12085484.9
2025-09-25,الدار البيضاء - المركز الرئيسي,9037672.32
2025-09-25,الرباط - أكدال,11413579.7
2025-09-25,مراكش - جليز,10904159.16
2025-09-25,طنجة - وسط المدينة,8648200.98
2025-09-25,فاس - النرجس,7654446.31
2025-09-26,الدار البيضاء - المركز الرئيسي,7977905.22
2025-09-26,الرباط - أكدال,8117153.37
2025-09-26,مراكش - جليز,10173052.75
2025-09-26,طنجة - وسط المدينة,10237909.9
2025-09-26,فاس - النرجس,7749120.69
2025-09-27,الدار البيضاء - المركز الرئيسي,6275615.12
2025-09-27,الرباط - أكدال,7009923.54
2025-09-27,مراكش - جليز,12022100.31
2025-09-27,طنجة - وسط المدينة,5690428.79
2025-09-27,فاس - النرجس,6080614.39
2025-09-28,الدار البيضاء - المركز الرئيسي,6999623.29
2025-09-28,الرباط - أكدال,8044958.11
2025-09-28,مراكش - جليز,11445889.08
2025-09-28,طنجة - وسط المدينة,9740811.0
2025-09-28,فاس - النرجس,12682348.08
2025-09-29,الدار البيضاء - المركز الرئيسي,7524272.83
2025-09-29,الرباط - أكدال,10072512.94
2025-09-29,مراكش - جليز,11254230.72
2025-09-29,طنجة - وسط المدينة,5049314.29
2025-09-29,فاس - النرجس,7996735.6
2025-09-30,الدار البيضاء - المركز الرئيسي,11932868.66
2025-09-30,الرباط - أكدال,12317246.09
2025-09-30,مراكش - جليز,11709265.15
2025-09-30,طنجة - وسط المدينة,12560078.67
2025-09-30,فاس - النرجس,8110704.23
2025-10-01,الدار البيضاء - المركز الرئيسي,7233246.75
2025-10-01,الرباط - أكدال,4330170.31
2025-10-01,مراكش - جليز,5548839.73
2025-10-01,طنجة - وسط المدينة,10555925.46
2025-10-01,فاس - النرجس,7134753.09
2025-10-02,الدار البيضاء - المركز الرئيسي,10055668.27
2025-10-02,الرباط - أكدال,9199692.23
2025-10-02,مراكش - جليز,11075870.65
2025-10-02,طنجة - وسط المدينة,6362216.56
2025-10-02,فاس - النرجس,8748238.47
2025-10-03,الدار البيضاء - المركز الرئيسي,10353322.27
2025-10-03,الرباط - أكدال,4726563.0
2025-10-03,مراكش - جليز,7977753.42
2025-10-03,طنجة - وسط المدينة,6802356.72
2025-10-03,فاس - النرجس,4729901.59
2025-10-04,الدار البيضاء - المركز الرئيسي,6803235.33
2025-10-04,الرباط - أكدال,4062563.77
2025-10-04,مراكش - جليز,6290602.95
2025-10-04,طنجة - وسط المدينة,4350954.5
2025-10-04,فاس - النرجس,10096785.07
2025-10-05,الدار البيضاء - المركز الرئيسي,9662589.3
2025-10-05,الرباط - أكدال,5228828.35
2025-10-05,مراكش - جليز,4534386.1
2025-10-05,طنجة - وسط المدينة,10334902.5
2025-10-05,فاس - النرجس,4305776.31
2025-10-06,الدار البيضاء - المركز الرئيسي,8595022.78
2025-10-06,الرباط - أكدال,12255421.41
2025-10-06,مراكش - جليز,10034190.97
2025-10-06,طنجة - وسط المدينة,6047982.77
2025-10-06,فاس - النرجس,10393434.99
2025-10-07,الدار البيضاء - المركز الرئيسي,5682477.39
2025-10-07,الرباط - أكدال,11082601.57
2025-10-07,مراكش - جليز,10629949.54
2025-10-07,طنجة - وسط المدينة,8216087.32
2025-10-07,فاس - النرجس,12114976.33
2025-10-08,الدار البيضاء - المركز الرئيسي,11027793.64
2025-10-08,الرباط - أكدال,4036032.94
2025-10-08,مراكش - جليز,9617253.49
2025-10-08,طنجة - وسط المدينة,8292137.13
2025-10-08,فاس - النرجس,4852251.07
2025-10-09,الدار البيضاء - المركز الرئيسي,5624031.9
2025-10-09,الرباط - أكدال,4964266.71
2025-10-09,مراكش - جليز,9361254.13
2025-10-09,طنجة - وسط المدينة,7866852.91
2025-10-09,فاس - النرجس,11040379.72
2025-10-10,الدار البيضاء - المركز الرئيسي,6956366.66
2025-10-10,الرباط - أكدال,5523689.03
2025-10-10,مراكش - جليز,5076027.54
2025-10-10,طنجة - وسط المدينة,11284782.66
2025-10-10,فاس - النرجس,9882690.22
2025-10-11,الدار البيضاء - المركز الرئيسي,5486700.57
2025-10-11,الرباط - أكدال,11262902.97
2025-10-11,مراكش - جليز,6197047.18
2025-10-11,طنجة - وسط المدينة,5851518.51
2025-10-11,فاس - النرجس,6796611.13
2025-10-12,الدار البيضاء - المركز الرئيسي,9637607.23
2025-10-12,الرباط - أكدال,11277886.8
2025-10-12,مراكش - جليز,12305721.96
2025-10-12,طنجة - وسط المدينة,7642736.01
2025-10-12,فاس - النرجس,9420688.37
2025-10-13,الدار البيضاء - المركز الرئيسي,7106859.29
2025-10-13,الرباط - أكدال,4293189.88
2025-10-13,مراكش - جليز,10198667.65
2025-10-13,طنجة - وسط المدينة,11586163.34
2025-10-13,فاس - النرجس,9624962.97
2025-10-14,الدار البيضاء - المركز الرئيسي,6423049.89
2025-10-14,الرباط - أكدال,11419513.32
2025-10-14,مراكش - جليز,9019638.17
2025-10-14,طنجة - وسط المدينة,8631125.92
2025-10-14,فاس - النرجس,10639916.07
2025-10-15,الدار البيضاء - المركز الرئيسي,11473113.92
2025-10-15,الرباط - أكدال,10771432.08
2025-10-15,مراكش - جليز,10923036.43
2025-10-15,طنجة - وسط المدينة,7578792.63
2025-10-15,فاس - النرجس,7167621.68
2025-10-16,الدار البيضاء - المركز الرئيسي,8194465.72
2025-10-16,الرباط - أكدال,4765771.61
2025-10-16,مراكش - جليز,12736719.61
2025-10-16,طنجة - وسط المدينة,12716418.31
2025-10-16,فاس - النرجس,12477157.77
2025-10-17,الدار البيضاء - المركز الرئيسي,7873552.52
2025-10-17,الرباط - أكدال,10243580.24
2025-10-17,مراكش - جليز,6798128.41
2025-10-17,طنجة - وسط المدينة,6486135.41
2025-10-17,فاس - النرجس,8009140.44
2025-10-18,الدار البيضاء - المركز الرئيسي,5892563.44
2025-10-18,الرباط - أكدال,5450436.3
2025-10-18,مراكش - جليز,10713684.01
2025-10-18,طنجة - وسط المدينة,10421007.37
2025-10-18,فاس - النرجس,12860331.55
2025-10-19,الدار البيضاء - المركز الرئيسي,7176818.78
2025-10-19,الرباط - أكدال,10693086.38
2025-10-19,مراكش - جليز,7005337.85
2025-10-19,طنجة - وسط المدينة,11141801.13
2025-10-19,فاس - النرجس,5992227.88
2025-10-20,الدار البيضاء - المركز الرئيسي,6059203.21
2025-10-20,الرباط - أكدال,8251144.08
2025-10-20,مراكش - جليز,4911864.91
2025-10-20,طنجة - وسط المدينة,7995314.57
2025-10-20,فاس - النرجس,9462969.19
2025-10-21,الدار البيضاء - المركز الرئيسي,11741368.14
2025-10-21,الرباط - أكدال,8573461.09
2025-10-21,مراكش - جليز,12088284.34
2025-10-21,طنجة - وسط المدينة,12098773.38
2025-10-21,فاس - النرجس,7256312.82
2025-10-22,الدار البيضاء - المركز الرئيسي,8806631.25
2025-10-22,الرباط - أكدال,10984226.25
2025-10-22,مراكش - جليز,5596214.73
2025-10-22,طنجة - وسط المدينة,12825801.03
2025-10-22,فاس - النرجس,6842871.86
2025-10-23,الدار البيضاء - المركز الرئيسي,10200827.42
2025-10-23,الرباط - أكدال,12645968.6
2025-10-23,مراكش - جليز,11679483.21
2025-10-23,طنجة - وسط المدينة,8372182.68
2025-10-23,فاس - النرجس,4710897.14
2025-10-24,الدار البيضاء - المركز الرئيسي,7961676.94
2025-10-24,الرباط - أكدال,12800087.94
2025-10-24,مراكش - جليز,9990592.65
2025-10-24,طنجة - وسط المدينة,7420504.23
2025-10-24,فاس - النرجس,9345428.04
2025-10-25,الدار البيضاء - المركز الرئيسي,11755770.53
2025-10-25,الرباط - أكدال,9052160.64
2025-10-25,مراكش - جليز,12855805.07
2025-10-25,طنجة - وسط المدينة,9261899.14
2025-10-25,فاس - النرجس,12795115.43
2025-10-26,الدار البيضاء - المركز الرئيسي,10900333.03
2025-10-26,الرباط - أكدال,10501218.06
2025-10-26,مراكش - جليز,10569726.2
2025-10-26,طنجة - وسط المدينة,6892554.42
2025-10-26,فاس - النرجس,7550477.83
2025-10-27,الدار البيضاء - المركز الرئيسي,7248434.17
2025-10-27,الرباط - أكدال,5819304.66
2025-10-27,مراكش - جليز,8625891.24
2025-10-27,طنجة - وسط المدينة,4745545.27
2025-10-27,فاس - النرجس,11833327.27
2025-10-28,الدار البيضاء - المركز الرئيسي,8950093.89
2025-10-28,الرباط - أكدال,5329986.89
2025-10-28,مراكش - جليز,4859290.75
2025-10-28,طنجة - وسط المدينة,10989185.93
2025-10-28,فاس - النرجس,5739514.49
2025-10-29,الدار البيضاء - المركز الرئيسي,9412979.72
2025-10-29,الرباط - أكدال,11874455.89
2025-10-29,مراكش - جليز,7740704.23
2025-10-29,طنجة - وسط المدينة,11609853.95
2025-10-29,فاس - النرجس,11330084.13
2025-10-30,الدار البيضاء - المركز الرئيسي,9728839.4
2025-10-30,الرباط - أكدال,5516972.87
2025-10-30,مراكش - جليز,6990465.77
2025-10-30,طنجة - وسط المدينة,4629115.7
2025-10-30,فاس - النرجس,5289595.67
2025-10-31,الدار البيضاء - المركز الرئيسي,5666303.98
2025-10-31,الرباط - أكدال,5398987.75
2025-10-31,مراكش - جليز,8858138.17
2025-10-31,طنجة - وسط المدينة,8600227.84
2025-10-31,فاس - النرجس,7255919.75
2025-11-01,الدار البيضاء - المركز الرئيسي,12489243.77
2025-11-01,الرباط - أكدال,8492642.06
2025-11-01,مراكش - جليز,11598838.38
2025-11-01,طنجة - وسط المدينة,8335012.2
2025-11-01,فاس - النرجس,8517634.04
2025-11-02,الدار البيضاء - المركز الرئيسي,10070395.3
2025-11-02,الرباط - أكدال,5870325.0
2025-11-02,مراكش - جليز,9730628.71
2025-11-02,طنجة - وسط المدينة,6872007.48
2025-11-02,فاس - النرجس,12831767.82
2025-11-03,الدار البيضاء - المركز الرئيسي,4281964.77
2025-11-03,الرباط - أكدال,10344231.43
2025-11-03,مراكش - جليز,4738497.68
2025-11-03,طنجة - وسط المدينة,6184454.62
2025-11-03,فاس - النرجس,7571125.31
2025-11-04,الدار البيضاء - المركز الرئيسي,12271508.5
2025-11-04,الرباط - أكدال,12250379.07
2025-11-04,مراكش - جليز,9460542.68
2025-11-04,طنجة - وسط المدينة,11359914.56
2025-11-04,فاس - النرجس,10615363.16
2025-11-05,الدار البيضاء - المركز الرئيسي,11887152.28
2025-11-05,الرباط - أكدال,12583208.01
